arm,seed,update,env_steps,mean_return,goal_rate,cum_collisions,n_episodes
shielded,3,46,192512,9.311973849037324,0.0,0,27
shielded,3,47,196608,8.078737732494968,0.0,0,23
shielded,3,48,200704,9.609070330581586,0.043478260869565216,0,23
shielded,3,49,204800,13.521023706237802,0.037037037037037035,0,27
shielded,3,50,208896,13.973201387878923,0.07692307692307693,0,26
shielded,3,51,212992,8.569606359959632,0.0,0,26
shielded,3,52,217088,6.984278976528134,0.0,0,22
shielded,3,53,221184,7.708415688969445,0.0,0,24
shielded,3,54,225280,9.563093718954912,0.0,0,23
shielded,3,55,229376,12.140256946711828,0.043478260869565216,0,23
shielded,3,56,233472,10.321442718084732,0.0,0,26
shielded,3,57,237568,10.01743190261267,0.0,0,23
shielded,3,58,241664,8.150240481628044,0.0,0,24
shielded,3,59,245760,9.800896160179969,0.0,0,26
shielded,3,60,249856,10.44265455186279,0.038461538461538464,0,26
shielded,3,61,253952,9.935009320523719,0.0,0,23
shielded,3,62,258048,10.9400435046135,0.04,0,25
shielded,3,63,262144,7.143879950385774,0.0,0,24
shielded,3,64,266240,12.36204950551052,0.08,0,25
shielded,3,65,270336,8.633190512386188,0.0,0,25
shielded,3,66,274432,10.536690080578452,0.041666666666666664,0,24
shielded,3,67,278528,10.95698929802977,0.0,0,27
shielded,3,68,282624,12.723700321675826,0.03571428571428571,0,28
shielded,3,69,286720,10.062344398143551,0.0,0,25
shielded,3,70,290816,10.439676546411432,0.0,0,27
shielded,3,71,294912,13.440291193798183,0.041666666666666664,0,24
shielded,3,72,299008,8.725751144024406,0.0,0,26
shielded,3,73,303104,7.448579908606974,0.0,0,22
shielded,3,74,307200,9.198702262365053,0.0,0,26
shielded,3,75,311296,12.907463326755385,0.043478260869565216,0,23
shielded,3,76,315392,11.645730959984164,0.0,0,24
shielded,3,77,319488,10.35823841574656,0.0,0,23
shielded,3,78,323584,11.888413875278367,0.038461538461538464,0,26
shielded,3,79,327680,8.732562988191564,0.0,0,23
shielded,3,80,331776,13.499674604012156,0.03571428571428571,0,28
shielded,3,81,335872,9.911682423006026,0.0,0,25
shielded,3,82,339968,9.39109392547951,0.0,0,35
shielded,3,83,344064,12.84007124746163,0.034482758620689655,0,29
shielded,3,84,348160,10.66160896930404,0.0,0,32
shielded,3,85,352256,9.537893638921105,0.0,0,27
shielded,3,86,356352,12.039382189099431,0.0,0,30
shielded,3,87,360448,12.36360811545636,0.0,0,26
shielded,3,88,364544,11.758271523700277,0.0,0,29
shielded,3,89,368640,11.869545237808646,0.0,0,27
shielded,3,90,372736,10.862204614637264,0.0,0,24
shielded,3,91,376832,9.368104293781782,0.0,0,25
shielded,3,92,380928,9.816966136452633,0.0,0,24
shielded,3,93,385024,12.854681252589849,0.0,0,27
shielded,3,94,389120,13.048005556586576,0.0,0,31
shielded,3,95,393216,12.11707510438019,0.041666666666666664,0,24
shielded,3,96,397312,8.437464475902589,0.0,0,26
shielded,4,0,4096,3.952071852970177,0.0,0,20
shielded,4,1,8192,4.563400800809085,0.0,0,22
shielded,4,2,12288,5.169332211026965,0.0,0,21
shielded,4,3,16384,5.0588027853759145,0.0,0,23
shielded,4,4,20480,5.859876230475488,0.0,0,27
shielded,4,5,24576,6.586365083504186,0.0,0,23
shielded,4,6,28672,6.2478212476147394,0.0,0,23
shielded,4,7,32768,6.142825417395837,0.0,0,25
shielded,4,8,36864,6.859777569129112,0.0,0,24
shielded,4,9,40960,7.6304173626679965,0.0,0,21
